Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
MAILLARD (ES ALLIER) PHARMACIE,4847,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 69 58 46,Livrer a l'arrière de la pharmacie,63800,PERIGNAT SUR ALLIER,-
MAILLIART PHARMACIE,5526,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 43 97 60 92,8 Place de la République,72600,MAMERS,X
MAISON D ACCUEIL BRANCION,11201,OHS,Celine LUCION,EMS,Grand Nord-Est,03 83 62 91 50,11 Rue Carnot,54200,ROYAUMEIX,-
MAISON D ACCUEIL SPECIALISEE DES LOGES,3213,ADAPEI,Aurore Auffret,EMS,Bretagne,02 28 00 99 55,Les Loges,44140,MONTBERT,-
MAISON D'ACCUEIL DE VERNET,4921,Fondation Partage et Vie (ex Caisse d'Epargne),Herve QUELO,EMS,Centre Auvergne,05 55 52 49 21,,23000,GUERET,-
MAISON D'ACCUEIL LES ROCHES,3589,,Herve QUELO,EMS,Centre Auvergne,04 73 88 90 59,Chavette,63230,ST OURS,-
MAISON D'ACCUEIL SAINTE MARIE,3664,SOLEA,Dorian SANCHEZ,EMS,Sud-Est,05 65 62 25 10,Rue du Faubourg Haut,12230,NANT,-
MAISON D'ACCUEIL SPECIALISE APAJH,4772,,Herve QUELO,EMS,Centre Auvergne,05 55 70 46 69,"7, rue François Mitterrand",87700,AIXE SUR VIENNE,-
MAISON D'ACCUEIL SPECIALISEE LA CLAREE,1782,,Celine LUCION,EMS,Grand Nord-Est,03 44 05 22 16,6 rue Ambroise Paré,60000,BEAUVAIS,-
Maison d'Enfants à Caractère Social,17904,,Celine LUCION,EMS,Grand Nord-Est,0743012914,2 rue de L isle d envie,55100,DAMVILLIERS,-
MAISON DE L'ENFANCE,13879,,Celine LUCION,EMS,Grand Nord-Est,03 27 91 87 88,"117, rue de Paris",59500,DOUAI,-
MAISON DE RETRAITE PUBLIQUE ET MEDICALISEE DE NOIRETABLE,6931,,Herve QUELO,EMS,Centre Auvergne,04 77 24 70 40,Parc Naturel Régional Livradois-Forez,42440,NOIRETABLE,-
MAISON DE SOL-N IME,14575,LA CROIX ROUGE FRANCAISE,Dorian SANCHEZ,EMS,Sud-Est,04 67 11 85 20,18 AVENUE DE LA GARE,34440,NISSAN LEZ ENSERUNE,-
MAISON DE VIE LE GAIAC,16452,,Celine LUCION,EMS,Grand Nord-Est,0656718744,40 AVENUE DU GENERAL LECLERC,54700,PONT A MOUSSON,-
MAISON-ACCUEIL FAMILIALE DE MONTVICQ,14259,,Herve QUELO,EMS,Centre Auvergne,04 70 07 74 26,Rue du Bourbonnais,03170,MONTVICQ,-
MALLET PHARMACIE - LONS LE SAUNIER ++,8377,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 84 47 20 61,"40, rue Lecourbe",39000,LONS LE SAUNIER,-
MANEGLIER PHARMACIE,6699,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 78 54 98 67,"42, avenue Georges Pompidou",69003,LYON 03,-
MANIE PHARMACIE,12760,APSARA,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 66 02 26,112 boulevard de la République,47000,AGEN,-
MANOUKIANS PHIE - BONNETAGE,9890,UPP,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 81 68 94 15,"17, rue Grand Communal",25210,BONNETAGE,-
MAPAD MARCEL JACQUELINET,5413,,Aurelien COURTOISIER,EMS,Centre-Est,03 80 65 34 22,65 ROUTE DE DIJON,21600,LONGVIC,-
MAPHA RENE GABE,17708,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 39 30 24,301 avenue de Légugnon,64400,OLORON SAINTE-MARIE,-
MARC BOEUF FOYER,6621,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,05 56 95 90 70,Allée de Preuilha,33160,ST MEDARD EN JALLES,-
MARCHAND PHARMACIE,4122,GIROPHARM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 63 37 00 45,16 Chemin Moulin Paradou,81230,LACAUNE,-
MARCONATO PHARMACIE ++,3602,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 87 36 08 37,70 RUE DU GENERAL METMAN,57070,METZ,-
MARES CAROLINE PHARMACIE,1753,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 56 06 03 00,35 Quai Chaigneau - Bichon,33310,LORMONT,-
MARIE ABONY CABINET IDEL,16999,,Caroline VILLEMUR,AMBULATOIRE,Sud-Ouest,06 98 11 34 49,160 cours Médoc,33000,BORDEAUX,-
MARIE CURIE PHARMACIE,8601,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 76 09 04 32,1 AV DU 8 MAI 1945,38130,ECHIROLLES,-
MARIE-LOUISE MAISON DE VIE,11488,,Caroline VILLEMUR,EMS,Sud-Ouest,05 34 27 20 80,10 Rue Jean Dumont,31140,PECHBONNIEU,-
MARLIAC PHARMACIE OSIRIS,5661,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 53 22 60 04,45 rue Notre Dame,24540,MONPAZIER,-
MARPA DE SAINTE-BAZEILLE,16039,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 94 55 61,a/a de Mme GRAND,47180,SAINTE-BAZEILLE,-
MARPA LA MAISON DU GUE,17793,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 88 21 16,6 rue des peupliers,41600,NOUAN LE FUSELLIER,-
MARQUET PHARMACIE,4742,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 90 70 33,16 rue des fosses,03450,EBREUIL,-
MAS ARRED,15661,,Celine LUCION,EMS,Grand Nord-Est,02 35 65 62 61,60 Rue herbeuse,76230,BOIS GUILLAUME,-
MAS BENEDICTE LANNOO,18266,LES PAPILLONS BLANCS,Celine LUCION,EMS,Grand Nord-Est,03.20.28.87.50,85 RUE MARCEL BEYENS,59200,TOURCOING,-
MAS CASSEPIERRE,3301,,Herve QUELO,EMS,Centre Auvergne,05 55 35 49 50,Rue de Guillot,87570,RILHAC RANCON,-
MAS CROIX ROUGE,3753,,Caroline VILLEMUR,EMS,Sud-Ouest,05 57 70 16 16,2 avenue de Pichot,33138,LANTON,-
MAS D'ITEUIL,14679,APAJH,Laurent DURIEUX,EMS,Val de Loire,05 49 52 84 99,impasse de la Chaumellerie,86240,ITEUIL,-
MAS DE BOULOUPARIS,17304,,Aurore Auffret,EMS,Export,,ROUTE DE LA TCHINE,98812,BOULOUPARIS,-
MAS DE L'ARQUERIE,8216,,Niels COLLEU,EMS,Normandie,02 33 19 40 20,5 rue de l'Arquerie,50200,COUTANCES,-
MAS DE MIRANDE,14678,APAJH,Laurent DURIEUX,EMS,Val de Loire,05 49 88 50 39,20 avenue d'Etigny,86240,LIGUGE,-
MAS DE SAUZET,6530,,Herve QUELO,EMS,Centre Auvergne,05 55 82 81 79,,23170,BUDELIERE,-
MAS DIETRICH BONHOEFFER,14484,,Celine LUCION,EMS,Grand Nord-Est,03 88 90 53 60,2 RUE DE LA DIGUE,67250,SOULTZ SOUS FORETS,-
MAS FRANCOISE DE VEYRINAS (EX MARIE LOUISE),5804,,Caroline VILLEMUR,EMS,Sud-Ouest,04 42 32 55 00,35 Rue de Maurys,31150,GRATENTOUR,-
MAS HELIOS,14770,,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 69 61 42,D 95,32400,SAINT-GERME,-
MAS L ALBATROS,18484,,Herve QUELO,EMS,Centre Auvergne,04 73 97 27 08,32 rue le l'Europe,63200,CHAMBARON SUR MORGE,-
MAS L ODYSSEE,18485,,Herve QUELO,EMS,Centre Auvergne,04 73 97 27 08,32 rue de l'Europe,63200,CHAMBARON SUR MORGE,-
MAS L'ENVOL,3887,,IDF,EMS,Ile de France,01 55 09 14 60,3 CHEMIN DE LA CROIX,94500,CHAMPIGNY SUR MARNE,-
MAS La Fragonette,17719,,Laurent DURIEUX,EMS,Val de Loire,02 51 05 33 59,785 route de la Roche sur Yon,85310,RIVES DE L'YON,-
MAS LE TRIMARAN,14968,,Celine LUCION,EMS,Grand Nord-Est,03 28 59 66 00,Allée des vérotières,59123,ZUYDCOOTE,-
MAS LES 2 MARRONNIERS,4177,FONDATION AMIS DE L ATELIER,IDF,EMS,Ile de France,01 49 49 00 81,59 BD STRASBOURG,75010,PARIS 10,-
MAS LES BANCELS,16299,,Dorian SANCHEZ,EMS,Sud-Est,04 66 45 24 84,2 AVENUE MICHEL GILLIBERT,48400,FLORAC,-
MAS LES CHANTERELLES,2789,,Laurent DURIEUX,EMS,Val de Loire,02 51 38 06 66,Route de Beaupuy,85000,MOUILLERON LE CAPTIF,-
MAS LES HAUTES BRUYERES,7288,FONDATION AMIS DE L ATELIER,IDF,EMS,Ile de France,01 55 53 51 80,65 rue de Verdun,94800,VILLEJUIF,-
MAS LES LUCINES,11971,ADAPEI,Aurore Auffret,EMS,Bretagne,02 40 12 22 90,Les Loges,44140,MONTBERT,-
MAS LES MARRONNIERS (A.R.S.E.A.A.),8450,,Caroline VILLEMUR,EMS,Sud-Ouest,05 34 27 09 50,122 Place Saintes-Foy,31620,CEPET,-
MAS LES PLEIADES,5911,Fondation Père Favron,Export,EMS,Dom-Tom,02 62 49 93 52,Chemin Albert Barbot,97432,RAVINE DES CABRIS,-
MAS LES TOUT PETITS,14413,,IDF,EMS,Ile de France,01 60 12 07 33,71 BIS Rue de Cernay,91470,LES MOLIERES,-
MAS LOU CAMINOT ADAPEI,8718,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 04 36 90,1 Chemin Lacarriu,64000,PAU,-
MAS PIERRE LAUNAY,14044,,Herve QUELO,EMS,Centre Auvergne,04 70 08 14 00,"3, rue des Bosquets",03410,PREMILHAT,-
MAS SAMSAH Jean-Louis BONCOEUR,18649,,Laurent DURIEUX,EMS,Val de Loire,02 18 47 51 76,10 rue du Grand Poirier,36000,CHATEAUROUX,-
MAS SAREPTA,8257,Fondation John Bost,Celine LUCION,EMS,Grand Nord-Est,02 32 93 81 10,CHEMIN DU BOSC HUE,76480,ROUMARE,-
MAS VARETZ,18064,,Laurent DURIEUX,EMS,Val de Loire,05 55 85 08 08,RUE DE LA SOLIDARITE,19240,VARETZ,-
MAS VILLA SAMAHRA,15153,,Celine LUCION,EMS,Grand Nord-Est,03 64 85 01 10,Rte de Paris CS 74 410,80000,AMIENS,-
MASCRET PHIE,11769,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 39 02 70,34 rue Jean Giraudoux,36180,PELLEVOISIN,-
MASSON PHARMACIE,4326,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 55 25 30 68,Place du Jet d'Eau,19500,MEYSSAC,-
MAURICE BUGNON EMS,10921,Fondation Saphir,Export,EMS,Export,0041 24 430 05 00,Route de Rovray 26,1462,YVONAND,-
MAURICE DUJARDIN FAM,9057,,Dorian SANCHEZ,EMS,Sud-Est,04 94 29 80 73,1209 AVENUE DEI REGAGNEU,83150,BANDOL,-
MEC,17085,,Celine LUCION,EMS,Grand Nord-Est,03 29 85 60 68,2 RUE CARNOT,55150,DAMVILLERS,-
MECS Grand Treuil,17420,,Herve QUELO,EMS,Centre Auvergne,07.89.36.35.49,10 route d' Aurieras,87270,CHAPTELAT,-
MEDECIN PHARMACIE,1826,,Dorian SANCHEZ,PHARMACIE,Sud-Est,00 377 93 30 17 06,"19, Boulevard ALBERT 1er",98000,MONACO,-
MEDLAB,2785,,Export,DISTRIBUTEUR,Dom-Tom,+596 596 641 594,Batiment ARGO CB-A3 - RESIDENCE CAMARINE,97200,FORT DE FRANCE,X
MENDELSOHN PHIE,8803,HPI-TOTUM,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 90 59 42 40,Place Raoul Coustet,13370,MALLEMORT,-
MESSEANT PHARMACIE (EX PINSART) (EX-PROMEDIK),4637,GIROPHARM,IDF,PHARMACIE,Ile de France,02 38 39 53 80,6 avenue d'Arconville,45480,OUTARVILLE,-
MEYSEN PHARMACIE,1120,,Export,PHARMACIE,Export,003211610300,Marht 21 boite 1,3990,PEER,-
MICHEL PHARMACIE,8558,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 73 10 42,"2, rue du Maréchal Leclerc",63190,LEZOUX,-
MICHIELS PHARMACIE (GIPHAR),5370,GIPHAR,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 80 65 15 88,"1, rue Guynemer",21600,LONGVIC,-
MILCENT PHARMACIE,5151,PHARMAVIE,Laurent DURIEUX,PHARMACIE,Val de Loire,02 51 90 57 86,25 RUE DE L'OCEAN,85470,BREM SUR MER,-
MISSIOUX PHARMACIE,7865,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 75 08 26,5 rue de vaut grenier,79410,CHERVEUX,-
MODERNE PHARMACIE,0932,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 64 01 18,"17, Bd Jacques Duclos",40220,TARNOS,-
MOINE PHARMACIE,4736,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 53 51 70 20,21 avenue Victor Hugo,24120,TERRASSON LA VILLEDIEU,-
MOISSONS NOUVELLES,11859,,Laurent DURIEUX,EMS,Val de Loire,02 54 27 63 87,"21, rue Notre Dame",36180,PELLEVOISIN,-
moissons nouvelles,17681,,Laurent DURIEUX,EMS,Val de Loire,02 54 34 00 67,Domaine des Grands Orangeons,36250,ST MAUR,-
MOITIER PHARMACIE (GIPHAR),4338,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 22 74 45 00,"18, Place d'Armes",80300,ALBERT,-
MOLINES PHARMACIE,12779,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 45 60 08,"4, Place Care",48150,MEYRUEIS,-
MONCADE PHARMACIE,4368,APRIUM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 69 10 80,34 avenue du 8 mai 1945,64300,ORTHEZ,-
MONESTEL PHARMACIE,2351,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 39 05 82,2 rue pablo Picasso,64400,OLORON STE MARIE,-
MONIE FOYER,13896,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 68 04 15,1 CHEMIN DU BAC,09100,ST JEAN DU FALGA,-
MONSEJOUR MARLY MAS,3692,Association des Paralysés de France,Caroline VILLEMUR,EMS,Sud-Ouest,05 56 12 16 16,28 ter Rue Delacroix,33000,BORDEAUX,-
MONT-RIANT EMS,10916,Fondation Saphir,Export,EMS,Export,0041 24 424 92 40,Route de Bellevue 51,1400,YVERDON-LES-BAINS,-
MONTPENSIER PHARMACIE,0259,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 27 44 70,55 rue Monpezat,64000,PAU,-
MORILLON PHARMACIE (REMPLACE 7909),11959,RESEAU P&P,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 87 70 06,Place de l'Eglise,86160,SOMMIERES DU CLAIN,-
MOSSE PHIE,3399,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 80 03 60,"3, rue Emilien Dumas",30250,SOMMIERES,-
MOUDONNOISE PHARMACIE,2922,,Export,PHARMACIE,Export,0041 21 905 94 15,Avenue de la gare 1,1510,MOUDON SUISSE,X
MOULIN DE COUTANT,17922,,Laurent DURIEUX,EMS,Val de Loire,02 54 50 89 35,Le moulin de coutant,41190,ST LUBIN EN VERGONNOIS,-
MOURGUES VIDAL PHARMACIE,11972,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 99 11 85,33 Boulevard de la République,12400,ST AFFRIQUE,-
MOZAIK RESIDENCE,16352,,Aurore Auffret,EMS,Bretagne,02 40 56 91 86,2 A RUE DES CANARIS,44260,SAVENAY,-
MUNOZ PHARMACIE,4286,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 69 57 57,32 avenues de Pyrénées,09340,VERNIOLLE,-
MUTADOME,15770,,Herve QUELO,AMBULATOIRE,Centre Auvergne,04 73 31 50 60,225 Bd Étienne Clémentel,63100,CLERMONT FERRAND,-
MYPHARMA,2115,,Export,PHARMACIE,Export,0032 11761504,ZUIDERVEST 24,3990,PEER,-
NE PAS LIVRER - FAVIER PHARMACIE - COMPTOIR ONLY,11206,PHARMAVIE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 22 95 05 01,4 avenue Paul Claudel,80000,AMIENS,-
NE PLUS UTILISER RESIDENCE TARNOS OCEAN FOYER (new 17837),16469,,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 74 81 00,6 avenue Lenine,40220,TARNOS,-
NE PLUS UTILISER VENDUE-NAU PHARMACIE NEW,3690,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 56 67 57 09,29 route des Graves,33640,PORTETS,-
NELET PHARMACIE,16653,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 76 27 16 73,51 AVENUE ARISTIDE BRIAND,38600,FONTAINE,-
NEUJON FAM DE MONSEGUR,9439,,Caroline VILLEMUR,EMS,Sud-Ouest,05 56 61 51 40,1 bois Robin,33580,MONSEGUR,-
NGUYEN PHARMACIE,4687,NEPENTHES,Aurore Auffret,PHARMACIE,Bretagne,02 99 67 31 88,40 RUE JULES LALLEMAND,35700,RENNES,-
NOBILIENNE PHARMACIE,2677,NEPENTHES,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 46 81 76,12 place Jean Le Bon,86340,NOUAILLE MAUPERTUIS,-
NOGARET PHARMACIE,11974,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 99 08 34,20 Boulevard de la République,12400,ST AFFRIQUE,-
NOLAY PHARMACIE ++,4474,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 80 21 70 72,"9, rue Eugène Spuller",21340,NOLAY,-
NOTRE DAME PHARMACIE,16914,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 26 65 17 38,1 RUE LEON BOURGEOIS,51000,CHALONS EN CHAMPAGNE,-
NOUVELLE PHARMACIE,4157,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 67 50 08,12 Place Péron,03350,CERILLY,-
NOUVELLE PHARMACIE,10356,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 68 10 08,4 rue de Weinheim,64350,LEMBEYE,X
OCCITANE PHIE,10393,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 24 76 16,ROUTE DE MIREPOIX,11270,FANJEAUX,-
OKABE PHARMACIE,11620,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 37 10 14,Place Juan de Huarte,64220,ST JEAN PIED DE PORT,-
OLDONNAY CABINET INFIRMIER,14777,,Aurelien COURTOISIER,AMBULATOIRE,Centre-Est,04 50 79 16 99,35 RUE DE GENEVE,74100,AMBILLY,-
ORON PHARMACIEPLUS,9070,,Export,PHARMACIE,Export,0041 21 907 77 33,Le Bourg 5,1610,Oron-la-Ville,X
PAGOLA PHARMACIE (VENDUE NEW 18295),0931,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 37 60 25,Quartier Celhay,64780,IRISSARRY,-
PAILLASSE CARRIER PHARMACIE,4457,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 80 86 12,73 avenue Jean Rieux,31500,TOULOUSE,-
PALMEROSE MAS,4532,,Dorian SANCHEZ,EMS,Sud-Est,04 93 85 20 23,"60-66, avenue Joseph Durandy",06200,NICE,-
PAMAL PHIE (EX 3238),18411,TOTUM,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 30 65 02,120 avenue Georges Clémenceau,34500,BEZIERS,-
PAPILLON BLANCS,15158,LES PAPILLONS BLANCS,Celine LUCION,EMS,Grand Nord-Est,06 86 18 12 21,6 RUE DU CHATEAU,67380,LINGOLSHEIM,-
PAROIS PHIE,11005,GIPHAR,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 90 65 20 45,4 PLACE LOUIS CORNILLAC,84340,MALAUCENE,-
PASCAL PHARMACIE (EX GREZIS DOMME),3721,,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 52 00 84,11 place du marché,23000,GUERET,-
PASTEUR PHARMACIE,7223,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 97 41 43,54 rue Louis Pasteur,76740,FONTAINE LE DUN,-
PASTEUR PHARMACIE,8530,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 93 80 98 72,143 QUAI MARECHAL LYAUTEY,06000,NICE,-
PASTEUR PHARMACIE,15178,LAFAYETTE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 25 01 65,44 Allées d'Iéna,11000,CARCASSONNE,-
PAUL CEZANNE RESIDENCE AUTONOMIE,11120,DOMIDEP,Dorian SANCHEZ,AMBULATOIRE,Sud-Est,04 92 30 40 00,CHEMIN DE LA TARRIQUE,04350,MALIJAI,-
PAUL-HAZARD-(DU BEFFROI ) PHARMACIE - VIERZON,12123,,Herve QUELO,PHARMACIE,Centre Auvergne,02 48 75 25 03,"63, rue du Maréchal Joffre",18100,VIERZON,-
PAYS DU MONT BLANC APEI,11673,,Aurelien COURTOISIER,EMS,Centre-Est,04 56 12 41 50,239 RUE NATIONALE,74300,MAGLAND,-
PEDEBOSCQ PHARMACIE,4294,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 66 72 61,Rue du Pont,09230,STE CROIX VOLVESTRE,-
PENCHET PHARMACIE (NEW 16357),4130,,Niels COLLEU,PHARMACIE,Normandie,02 33 73 04 26,4 RUE BOUCICAUT,61130,BELLEME,-
PENIGAULT PHARMACIE,3560,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 89 44 75 45,25 rue de l'étang,68170,RIXHEIM,-
PERRIN PHARMACIE (EX-PROMEDIK),4261,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 75 70 16,2 C allée des Plantes,49110,MONTREVAULT SUR EVRE,-
PHARMABUDGET,13100,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 26 68 16 49,4 Rue du Docteur Fragne,51000,CHALONS EN CHAMPAGNE,-
PHARMACIE ALISANCIA,15742,,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 67 01 49,27 rue de la Mairie,23700,AUZANCES,-
PHARMACIE AMAVITA COOP MOUTIER,13662,,Export,PHARMACIE,Export,#ERROR!,GaleniCare AG,2740,MOUTIER,-
Pharmacie Amavita Milliet ville,3418,GALENICARE,Export,PHARMACIE,Export,0041 58 878 32 80,Grand Rue 2,2900,PORRENTRUY,-
PHARMACIE BEAUGRAND (ex 8365),16404,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 34 07 73,"51, Route de Ry",76116,BLAINVILLE CREVON,-
PHARMACIE BOHAINOISE (ex 3928),18467,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,02 23 07 12 80,33 rue Jean Jaurès,02110,BOHAIN EN VERMANDOIS,-
PHARMACIE BONJOUR PHARMA,2194,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 28 80 02 50,43 rue Nationale,59700,MARCQ EN BAROEUL,X
PHARMACIE BRUNIN,15340,,Herve QUELO,PHARMACIE,Centre Auvergne,04 75 94 80 20,Voie de Lansas,07170,VILLENEUVE DE BERG,-
PHARMACIE CASABIANCA ( EX 14690),15405,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 95 25 64 13,Plaine de Péri,20167,PERI,X
PHARMACIE CENTRALE,16057,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 82 33 00 97,26 RUE GAMBETTA,54800,JARNY,-
PHARMACIE CENTRALE AUMALE (GIPHAR),13408,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 93 40 44,8 rue de l'abbaye d'auchy,76390,AUMALE,-
PHARMACIE CENTRALE VANDENBULCKE,15427,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 91 00 03,27 Rue Jean Maillard,76570,PAVILLY,-
PHARMACIE CHABBERT,8671,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 45 31 01 91,15 place d'armes,16700,RUFFEC,X
PHARMACIE CHAVY (ex 16125),18482,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 43 31 16,rue Duguay-trouin,41000,BLOIS,-
PHARMACIE CLEMENT SELAS RPET,13392,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 82 82 76 76,6 RUE MARECHAL JOFFRE,57100,THIONVILLE,X
PHARMACIE CONDE-GOURDIN,11197,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 82 24 40 74,"20, rue de la Résistance",54135,MEXY,-
PHARMACIE CONSEIL SANTE - CHAUVE (EX 10222),17572,,Aurore Auffret,PHARMACIE,Bretagne,02.40.82.82.42,1 RUE D ARTHON-EN-RETZ,44320,CHAUVE,-
PHARMACIE COUTABLE,17230,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 43 93 01 75,6 rue Carnot,72400,LA FERTE BERNARD,-
PHARMACIE D'ADRIERS (EX 3120),16149,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 48 73 03,6 RUE DES TILLEULS,86430,ADRIERS,-
PHARMACIE D'ISPAGNAC,12424,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 44 20 68,16 CHEMIN ROYAL,48320,ISPAGNAC,-
Pharmacie de Belbex (ex 2610),18404,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 64 13 67,Rue Jean Moulin,15000,AURILLAC,-
PHARMACIE DE BERCY,11925,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 44 06 50,13 Cours Vincent d'Indy,03000,MOULINS,-
PHARMACIE DE BOULIGNY,15237,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 29 87 93 17,217 RUE DE LA LIBERATION,55240,BOULIGNY,-
PHARMACIE DE CADOURS (ex 3750),16104,GIROPHARM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 85 70 58,15 Chemin d'en Palanque,31480,CADOURS,-
Pharmacie de Chateldon (ex 3112),18501,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 94 60 26,2 Place Jean Jaures,63290,CHATELDON,-
PHARMACIE DE CLEUNAY,16986,,Aurore Auffret,PHARMACIE,Bretagne,02 99 67 31 29,CENTRE COMMERCIAL LECLERC,35000,RENNES,-
PHARMACIE DE GUITARD,16748,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 02 79 69,AVENUE DE MESCHEDE,43000,LE PUY EN VELAY,-
PHARMACIE DE HOERDT (EX Phie HECHLER 5371),16167,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 51 31 50,18 RUE DE LA REPUBLIQUE,67720,HOERDT,-
PHARMACIE DE L ESPERANCE,15089,PHARMACTIVE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 29 78 80 50,64 ROUTE NATIONALE,55310,TRONVILLE EN BARROIS,-
PHARMACIE DE L'ABBAYE,7662,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 79 83 61,25 rue des Acacias,79370,CELLES SUR BELLE,-
PHARMACIE DE L'AILLANTAIS,14043,GIPHAR,Herve QUELO,PHARMACIE,Centre Auvergne,03 86 91 51 60,4 Rue de Neuilly,89110,AILLANT SUR THOLON,-
PHARMACIE DE L'ANDER (ex 9463),17086,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 60 16 68,4 avenue du Commandant Delorme,15100,ST FLOUR,-
Pharmacie de l'ASPIN (ex 4608),18656,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 40 40 54,18 rue de l'Aspin,31000,TOULOUSE,-
PHARMACIE DE L'HOTEL DE VILLE YVETOT,12073,Unipharm Grand Ouest (apsara),Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 56 56 73,15 place de l'hotel de ville,76190,YVETOT,-
