Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
LES TERRASSES DU CAROUX EHPAD,5306,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 30 83 08,RUE ST SERNIN,34490,CORNEILHAN,-,3.187943,43.402125,0.7062824815724815,0.6467641711229946,Rue de Saint Sernin 34490 Corneilhan,street,34084_0098,,Rue de Saint Sernin,Rue de Saint Sernin,34490,Corneilhan,"34, Hérault, Occitanie",34084,,,,ok
LES TERRASSES DU SUZON EHPAD,16673,EMEIS (ANCIEN ORPEA),Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 35 27 00,14 rue des Alisiers,21380,MESSIGNY ET VANTOUX,-,5.009309,47.411505,0.9098050505050504,,14 Rue des Alisiers 21380 Messigny-et-Vantoux,housenumber,21408_0010_00014,14,14 Rue des Alisiers,Rue des Alisiers,21380,Messigny-et-Vantoux,"21, Côte-d'Or, Bourgogne-Franche-Comté",21408,,,,ok
LES TILLEULS EHPAD,5494,,Herve QUELO,EHPAD,Centre Auvergne,04 77 35 42 59,"21, rue du 19 Mars 1962",43110,AUREC SUR LOIRE,-,4.199246,45.367478,0.9183131404958677,,21 Rue du 19 mars 1962 43110 Aurec-sur-Loire,housenumber,43012_0110_00021,21,21 Rue du 19 mars 1962,Rue du 19 mars 1962,43110,Aurec-sur-Loire,"43, Haute-Loire, Auvergne-Rhône-Alpes",43012,,,,ok
LES TILLEULS RESIDENCE EHPAD,8566,CCAS,Laurent DURIEUX,EHPAD,Val de Loire,05 49 43 46 66,1 RUE DES ALOUETTES,86370,VIVONNE,-,0.260966,46.43589,0.8922381267217631,,1 Rue des Alouettes 86370 Vivonne,housenumber,86293_0170_00001,1,1 Rue des Alouettes,Rue des Alouettes,86370,Vivonne,"86, Vienne, Nouvelle-Aquitaine",86293,,,,ok
LES TONNELLES EHPAD,16582,ARPAVIE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 71 09 66,19 Rue de Meursault,21800,CHEVIGNY ST SAUVEUR,-,5.133317,47.299798,0.8293616883116881,,19 Rue de Meursault 21800 Chevigny-Saint-Sauveur,housenumber,21171_0315_00019,19,19 Rue de Meursault,Rue de Meursault,21800,Chevigny-Saint-Sauveur,"21, Côte-d'Or, Bourgogne-Franche-Comté",21171,,,,ok
LES TOURELLES EHPAD,8993,RESIDENCE MUTUALITE FRANCAISE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 65 51 00,13 rue du 7 Septembre 1944,25430,SANCEY LE GRAND,-,6.58322,47.294709,0.7454639393939394,,13 Rue du 7 Septembre 1944 25430 Sancey,housenumber,25529_0033_00013,13,13 Rue du 7 Septembre 1944,Rue du 7 Septembre 1944,25430,Sancey,"25, Doubs, Bourgogne-Franche-Comté",25529,25529,Sancey-le-Grand,,ok
LES TOURELLES RESIDENCE,6732,UNIVI,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 64 70 00,3 avenue des Jasmins,06220,VALLAURIS,-,7.050253,43.574745,0.9090758585858585,,3 Avenue des Jasmins 06220 Vallauris,housenumber,06155_0476_00003,3,3 Avenue des Jasmins,Avenue des Jasmins,06220,Vallauris,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06155,,,,ok
LES VERCELLES RESIDENCE - VERCEL,10426,RESIDENCE MUTUALITE FRANCAISE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 48 23 00,10 rue de la Fontaine,25530,VERCEL VILLEDIEU LE CAMP,-,6.400166,47.183825,0.9118804195804195,0.724167240829346,10 Rue de la Fontaine 25530 Vercel-Villedieu-le-Camp,housenumber,25601_0030_00010,10,10 Rue de la Fontaine,Rue de la Fontaine,25530,Vercel-Villedieu-le-Camp,"25, Doubs, Bourgogne-Franche-Comté",25601,,,,ok
LES VIGNES EHPAD,4032,,Herve QUELO,EHPAD,Centre Auvergne,04 70 48 15 00,CINQ RUE DES CINQ NOYERS,03290,DOMPIERRE SUR BESBRE,-,3.676072,46.520163,0.7175127787307032,,Rue des 5 Noyers 03290 Dompierre-sur-Besbre,street,03102_0089,,Rue des 5 Noyers,Rue des 5 Noyers,03290,Dompierre-sur-Besbre,"03, Allier, Auvergne-Rhône-Alpes",03102,,,,ok
LES VILLAS TERRAIN FLEURY EHPAD,16106,Fondation Père Favron,Export,EHPAD,Dom-Tom,,1 RUE DU CHATEAU,97418,LE TAMPON,-,55.533931,-21.194636,0.5622300432900432,0.5547106553911204,1 Rue du Commandeur 97418 Le Tampon,housenumber,97422_0355_00001,1,1 Rue du Commandeur,Rue du Commandeur,97418,Le Tampon,"974, La Réunion",97422,,,,ok
LO SOLELH EHPAD KORIAN,5171,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 35 61 61,46 AV ENSEIGNE ALBERTINI,34500,BEZIERS,X,3.229344,43.346579,0.8040177167019027,,46 Avenue Enseigne Albertini 34500 Béziers,housenumber,34032_2960_00046,46,46 Avenue Enseigne Albertini,Avenue Enseigne Albertini,34500,Béziers,"34, Hérault, Occitanie",34032,,,,ok
LOU CASTELLAS EHPAD MFGS,5383,RESIDENCE MUTUALITE FRANCAISE,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 09 86 74,8 AV DE LA PRADE,34620,PUISSERGUIER,-,3.045712,43.364281,0.7700227272727272,,8 Avenue de la Prade 34620 Puisserguier,housenumber,34225_0237_00008,8,8 Avenue de la Prade,Avenue de la Prade,34620,Puisserguier,"34, Hérault, Occitanie",34225,,,,ok
LOU CIGALOU EHPAD,8128,,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 30 03 47,48 CHEMIN DU VALLON,04190,LES MEES,-,5.960753,44.02371,0.8933095187165774,,48 Chemin du Vallon 04190 Les Mées,housenumber,04116_30ha5i_00048,48,48 Chemin du Vallon,Chemin du Vallon,04190,Les Mées,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04116,,,,ok
LOU PAIS RESIDENCE EHPAD,1856,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 31 96 09,3 impasse Madeleine Bres,65700,CASTELNAU RIVIERE BASSE,-,-0.017781,43.597308,0.6427983159463486,0.6404764977645305,3 Impasse de la Gare 65700 Castelnau-Rivière-Basse,housenumber,65130_0044_00003,3,3 Impasse de la Gare,Impasse de la Gare,65700,Castelnau-Rivière-Basse,"65, Hautes-Pyrénées, Occitanie",65130,,,,ok
LOUIS BRAILLE EHPAD,6867,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 57 74 81 44,2 avenue d'Izon,33870,VAYRES,-,-0.323685,44.903013,0.8961458441558442,,2 Avenue d’Izon 33870 Vayres,housenumber,33539_0090_00002,2,2 Avenue d’Izon,Avenue d’Izon,33870,Vayres,"33, Gironde, Nouvelle-Aquitaine",33539,,,,ok
LOUIS FONOLL EHPAD CROIX ROUGE FRANCAISE,5304,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 26 51 40,CHEMIN SAINT EULALIE,34440,NISSAN LEZ ENSERUNE,-,3.122389,43.286421,0.7405854545454545,,Rue Sainte Eulalie 34440 Nissan-lez-Enserune,street,34183_0310,,Rue Sainte Eulalie,Rue Sainte Eulalie,34440,Nissan-lez-Enserune,"34, Hérault, Occitanie",34183,,,,ok
LOUISE MIGNOT RESIDENCE,4935,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 60 12 03,"39, Rue du Coin D'Armont",39150,ST LAURENT EN GRANDVAUX,-,5.957748,46.580533,0.7981329153605015,,39 Rue du Coin d’Amont 39150 Saint-Laurent-en-Grandvaux,housenumber,39487_0040_00039,39,39 Rue du Coin d’Amont,Rue du Coin d’Amont,39150,Saint-Laurent-en-Grandvaux,"39, Jura, Bourgogne-Franche-Comté",39487,,,,ok
LUCIE AUBRAC EHPAD,2833,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 59 44 45,"12, rue de l'hopital",71250,SALORNAY SUR GUYE,-,4.595183,46.519816,0.9087512473572938,,12 Rue de l'Hopital 71250 Salornay-sur-Guye,housenumber,71495_0027_00012,12,12 Rue de l'Hopital,Rue de l'Hopital,71250,Salornay-sur-Guye,"71, Saône-et-Loire, Bourgogne-Franche-Comté",71495,,,,ok
LUMIERE ET PAIX (CHATEAU SIHOL),4952,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 62 79 79,66 IMPASSE DU CHATEAU SILHOL,30000,NIMES,-,4.363933,43.844533,0.9216754545454545,,66 Impasse du Château Silhol 30000 Nîmes,housenumber,30189_1871_00066,66,66 Impasse du Château Silhol,Impasse du Château Silhol,30000,Nîmes,"30, Gard, Occitanie",30189,,,,ok
M.G.E.N EHPAD,2783,MGEN,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 26 78 00,2000 avenue du littoral,83270,ST CYR SUR MER,-,5.674499,43.18059,0.8253842424242424,,2000 Avenue du Littoral 83270 Saint-Cyr-sur-Mer,housenumber,83112_0258_02000,2000,2000 Avenue du Littoral,Avenue du Littoral,83270,Saint-Cyr-sur-Mer,"83, Var, Provence-Alpes-Côte d'Azur",83112,,,,ok
MA DEMEURE EHPAD,4939,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 72 91 25 00,"14, rue Maurice Flandin",69003,LYON 03,-,4.86282,45.762624,0.8972615584415584,,14 Rue Maurice Flandin 69003 Lyon,housenumber,69383_4680_00014,14,14 Rue Maurice Flandin,Rue Maurice Flandin,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
MAISON DE CLEUNAY,4690,CCAS,Aurore Auffret,EHPAD,Bretagne,02 99 65 25 30,70 RUE FERDINAND DE LESSEPS,35000,RENNES,-,-1.706395,48.098965,0.9310054545454545,,70 Rue Ferdinand de Lesseps 35000 Rennes,housenumber,35238_3100_00070,70,70 Rue Ferdinand de Lesseps,Rue Ferdinand de Lesseps,35000,Rennes,"35, Ille-et-Vilaine, Bretagne",35238,,,,ok
MAISON DE FAMILLE BOURGOGNE EHPAD,1091,MAISON DE FAMILLE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 86 68 00,Route de Toulon,71190,ETANG SUR ARROUX,-,4.190915,46.863125,0.9061912918660285,0.7719363636363636,Route de Toulon 71190 Étang-sur-Arroux,street,71192_1099,,Route de Toulon,Route de Toulon,71190,Étang-sur-Arroux,"71, Saône-et-Loire, Bourgogne-Franche-Comté",71192,,,,ok
MAISON DE LA COMBE SAINT VICTOR,3888,COLISEE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 47 39 61,Rue de la Combe au métier,21800,NEUILLY LES DIJON,-,5.114726,47.278075,0.5950867064083457,,Rue de la Combe aux Métiers 21800 Neuilly-Crimolois,street,21452_0086,,Rue de la Combe aux Métiers,Rue de la Combe aux Métiers,21800,Neuilly-Crimolois,"21, Côte-d'Or, Bourgogne-Franche-Comté",21452,21452,Neuilly-lès-Dijon,,ok
MAISON DE RETRAITE ALBERT JEAN,9704,,Celine LUCION,EHPAD,Grand Nord-Est,02 35 85 31 34,Rue du Val Midrac,76810,LUNERAY,-,0.918829,49.830836,0.8946171554252199,,Rue du Val Midrac 76810 Luneray,street,76400_0069,,Rue du Val Midrac,Rue du Val Midrac,76810,Luneray,"76, Seine-Maritime, Normandie",76400,,,,ok
MAISON DE RETRAITE AUMALE,13660,,Celine LUCION,EHPAD,Grand Nord-Est,02 32 97 52 30,3 rue soeur Baiou,76390,AUMALE,-,1.750853,49.767729,0.80389,,3 Rue Soeur Badiou 76390 Aumale,housenumber,76035_0328_00003,3,3 Rue Soeur Badiou,Rue Soeur Badiou,76390,Aumale,"76, Seine-Maritime, Normandie",76035,,,,ok
MAISON DE RETRAITE BETANIE,12397,,Laurent DURIEUX,EHPAD,Val de Loire,,3 Rue Combattants en Afrique du Nord,36180,PELLEVOISIN,-,1.415558,46.983836,0.6213561787365176,,3 rue des combattants d'afn 36180 Pellevoisin,housenumber,36155_0aquuf_00003,3,3 rue des combattants d'afn,rue des combattants d'afn,36180,Pellevoisin,"36, Indre, Centre-Val de Loire",36155,,,,ok
MAISON DE RETRAITE BETHESDA,4491,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 77 92 50,20 rue du Générale de Lattre de Tassigny,68140,MUNSTER,-,7.143567,48.039184,0.782874935064935,,20 Rue du Gal de Lattre de Tassigny 68140 Munster,housenumber,68226_fuchaq_00020,20,20 Rue du Gal de Lattre de Tassigny,Rue du Gal de Lattre de Tassigny,68140,Munster,"68, Haut-Rhin, Grand Est",68226,,,,ok
Maison de retraite delante,0878,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 52 12 58,"1, Rue de l'Hospice",72110,NOGENT LE BERNARD,-,0.489576,48.236387,0.6672318181818182,0.6450178787878788,1 Rue de la Poste 72110 Nogent-le-Bernard,housenumber,72220_1230_00001,1,1 Rue de la Poste,Rue de la Poste,72110,Nogent-le-Bernard,"72, Sarthe, Pays de la Loire",72220,,,,ok
MAISON DE RETRAITE DES CHENES,2758,,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 24 90 17,439 promenade Ste Pétronille,06640,ST JEANNET,-,7.149287,43.749075,0.7135144155844154,,439 Promenade de Sainte-Pétronille 06640 Saint-Jeannet,housenumber,06122_mbtb6a_00439,439,439 Promenade de Sainte-Pétronille,Promenade de Sainte-Pétronille,06640,Saint-Jeannet,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06122,,,,ok
MAISON DE RETRAITE DES FASSOLES,4436,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 53 20 00,"20, RUE DES FASSOLES",21240,TALANT,-,5.009606,47.335177,0.9071699999999999,,20 Rue des Fassoles 21240 Talant,housenumber,21617_1105_00020,20,20 Rue des Fassoles,Rue des Fassoles,21240,Talant,"21, Côte-d'Or, Bourgogne-Franche-Comté",21617,,,,ok
MAISON DE RETRAITE DES FRERES,4035,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 49 59 00,C.R 123 Fonseranes,34500,BEZIERS,-,3.19063,43.337329,0.5297459259259258,,Chemin Rural 123 de Lirou à Fonséranes 34500 Béziers,street,34032_3250,,Chemin Rural 123 de Lirou à Fonséranes,Chemin Rural 123 de Lirou à Fonséranes,34500,Béziers,"34, Hérault, Occitanie",34032,,,,ok
MAISON DE RETRAITE DES TAMISIERS,3002,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 42 31 00,Rue Tamisiers,86360,MONTAMISE,-,0.421073,46.622272,0.7866361983471074,0.6529197051597051,Rue des Tamisiers 86360 Montamisé,street,86163_1865,,Rue des Tamisiers,Rue des Tamisiers,86360,Montamisé,"86, Vienne, Nouvelle-Aquitaine",86163,,,,ok
MAISON DE RETRAITE DU MANOIR,17405,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 98 33 00,24 RUE REUCHIN,67150,GERSTHEIM,-,7.698851,48.379658,0.8155063636363635,0.6915403208556149,24 Rue Reuchlin 67150 Gerstheim,housenumber,67154_0820_00024,24,24 Rue Reuchlin,Rue Reuchlin,67150,Gerstheim,"67, Bas-Rhin, Grand Est",67154,,,,ok
MAISON DE RETRAITE ECCLESIASTIQUE - VANNOZ,9456,HABITAT & HUMANISME SOIN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 52 10 25,rue du Chateau,39300,VANNOZ,-,5.914142,46.771268,0.8694999326599326,0.48702818181818175,Rue du Château 39300 Vannoz,street,39543_0004,,Rue du Château,Rue du Château,39300,Vannoz,"39, Jura, Bourgogne-Franche-Comté",39543,,,,ok
MAISON DE RETRAITE GAETAN HERVE,3539,CCAS,Aurore Auffret,EHPAD,Bretagne,02 23 30 02 27,38 boulevard Oscar Leroux,35000,RENNES,-,-1.664626,48.091146,0.8413090909090909,0.5954923376623377,38 Boulevard Oscar Leroux 35200 Rennes,housenumber,35238_7001_00038,38,38 Boulevard Oscar Leroux,Boulevard Oscar Leroux,35200,Rennes,"35, Ille-et-Vilaine, Bretagne",35238,,,,ok
MAISON DE RETRAITE L'HORIZON,0300,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 00 93 10,Chateau de la Mirandière,31210,LE CUING,-,0.615995,43.146004,0.5038884848484849,0.4918701108647449,Chemin de la Cabanère 31210 Le Cuing,street,31159_0003,,Chemin de la Cabanère,Chemin de la Cabanère,31210,Le Cuing,"31, Haute-Garonne, Occitanie",31159,,,,ok
MAISON DE RETRAITE LA PROVIDENCE (CF COMMANDE 14837),1971,,Aurore Auffret,EHPAD,Bretagne,02 40 64 23 23,17 route de Chéméré,44640,ROUANS,-,-1.862583,47.179678,0.8993763636363636,,17 Route de Chéméré 44640 Rouans,housenumber,44145_0008_00017,17,17 Route de Chéméré,Route de Chéméré,44640,Rouans,"44, Loire-Atlantique, Pays de la Loire",44145,,,,ok
MAISON DE RETRAITE LA ROSELIERE,4644,,Aurore Auffret,EHPAD,Bretagne,02 40 32 72 72,Avenue du lac,44860,PONT ST MARTIN,-,-1.574216,47.123285,0.7906795215311003,0.3698003194103194,Avenue du Lac 44860 Pont-Saint-Martin,street,44130_0186,,Avenue du Lac,Avenue du Lac,44860,Pont-Saint-Martin,"44, Loire-Atlantique, Pays de la Loire",44130,,,,ok
MAISON DE RETRAITE LE CHATEAU DE VALENCE+++,1063,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 74 36 89 01,Rue du Docteur Boccart,01640,JUJURIEUX,-,5.408652,46.039299,0.7434045454545455,,Rue Docteur Boccard 01640 Jujurieux,street,01199_0045,,Rue Docteur Boccard,Rue Docteur Boccard,01640,Jujurieux,"01, Ain, Auvergne-Rhône-Alpes",01199,,,,ok
MAISON DE RETRAITE LE DAUPHIN,4823,,Laurent DURIEUX,EHPAD,Val de Loire,02 47 91 20 20,2 RUE BOSSAY,37290,PREUILLY SUR CLAISE,-,0.932089,46.853307,0.7641259504132231,0.7093758498023714,2 Route de Bossay 37290 Preuilly-sur-Claise,housenumber,37189_0025_00002,2,2 Route de Bossay,Route de Bossay,37290,Preuilly-sur-Claise,"37, Indre-et-Loire, Centre-Val de Loire",37189,,,,ok
MAISON DE RETRAITE LE DIACONAT,4476,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 63 21 37,2 Rue de l'Eglise,67240,BISCHWILLER,-,7.859864,48.770069,0.9095546753246752,0.7218364705882353,2 Rue de l'Eglise 67240 Bischwiller,housenumber,67046_0160_00002,2,2 Rue de l'Eglise,Rue de l'Eglise,67240,Bischwiller,"67, Bas-Rhin, Grand Est",67046,,,,ok
MAISON DE RETRAITE LE PARC FLEURI,16324,,Celine LUCION,EHPAD,Grand Nord-Est,0325218010,24 FAUBOURG SAINT MARTIN,10400,PONT SUR SEINE,-,3.597256,48.516831,0.9104168686868686,0.6081040994854202,24 Faubourg Saint Martin 10400 Pont-sur-Seine,housenumber,10298_0140_00024,24,24 Faubourg Saint Martin,Faubourg Saint Martin,10400,Pont-sur-Seine,"10, Aube, Grand Est",10298,,,,ok
MAISON DE RETRAITE LE ROUSSILLON,1648,,Herve QUELO,EHPAD,Centre Auvergne,05 55 49 20 00,2 allée Xavier Bichat,87000,LIMOGES,-,1.222762,45.814703,0.9165646753246752,,2 allée Xavier Bichat 87000 Limoges,housenumber,87085_5381_00002,2,2 allée Xavier Bichat,allée Xavier Bichat,87000,Limoges,"87, Haute-Vienne, Nouvelle-Aquitaine",87085,,,,ok
MAISON DE RETRAITE LES ACACIAS,4098,SOS,Celine LUCION,EHPAD,Grand Nord-Est,03 87 01 38 84,RUE DES ACACIAS,57590,DELME,-,6.393573,48.888792,0.8819408417508418,,Rue des Acacias 57590 Delme,street,57171_39whi0,,Rue des Acacias,Rue des Acacias,57590,Delme,"57, Moselle, Grand Est",57171,,,,ok
MAISON DE RETRAITE LES FRENES,14582,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 33 24 40,43 rue de Spilsby,72130,FRESNAY SUR SARTHE,-,0.026975,48.287303,0.913093593073593,,43 Rue de Spilsby 72130 Fresnay-sur-Sarthe,housenumber,72138_1290_00043,43,43 Rue de Spilsby,Rue de Spilsby,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,,ok
MAISON DE RETRAITE LES JARDINS D'OLONNE,8900,Le Noble Âge,Laurent DURIEUX,EHPAD,Val de Loire,02 51 21 22 22,100 Rue Ernest Landrieau,85340,OLONNE SUR MER,-,-1.753739,46.507649,0.6650435537190081,,100 Rue ernest landrieau 85340 Les Sables-d'Olonne,housenumber,85194_3780_00100,100,100 Rue ernest landrieau,Rue ernest landrieau,85340,Les Sables-d'Olonne,"85, Vendée, Pays de la Loire",85194,85166,OLONNE-SUR-MER,,ok
MAISON DE RETRAITE LES PLATANES,4352,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 55 83 23,Chemin de Saint-Anne,83990,ST TROPEZ,-,6.641615,43.262008,0.7451543290043289,0.6705972727272727,Chemin de Sainte Anne 83990 Saint-Tropez,street,83119_1208,,Chemin de Sainte Anne,Chemin de Sainte Anne,83990,Saint-Tropez,"83, Var, Provence-Alpes-Côte d'Azur",83119,,,,ok
MAISON DE RETRAITE MEDICALISE HOSPITALOR LES CHARMES,3378,SOS,Celine LUCION,EHPAD,Grand Nord-Est,03 87 86 19 67,LES CHARMES,57340,MORHANGE,-,6.638479,48.926136,0.5255370707070707,0.5046281818181818,Chemin des Dames 57340 Morhange,street,57483_0090,,Chemin des Dames,Chemin des Dames,57340,Morhange,"57, Moselle, Grand Est",57483,,,,ok
MAISON DE RETRAITE MEDICALISEE JULIE GSELL (HOSPITALOR),5220,SOS,Celine LUCION,EHPAD,Grand Nord-Est,03 88 63 25 72,"20, Rue du Moulin",67240,BISCHWILLER,-,7.856589,48.771293,0.9072340641711228,0.7284110389610389,20 Rue du Moulin 67240 Bischwiller,housenumber,67046_0510_00020,20,20 Rue du Moulin,Rue du Moulin,67240,Bischwiller,"67, Bas-Rhin, Grand Est",67046,,,,ok
MAISON DE RETRAITE PIERRETTE CARNOT,4487,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 21 70 64,"6, rue du Docteur Lavirotte",21340,NOLAY,-,4.63119,46.952971,0.9028667464114831,,6 Rue du Docteur Lavirotte 21340 Nolay,housenumber,21461_0480_00006,6,6 Rue du Docteur Lavirotte,Rue du Docteur Lavirotte,21340,Nolay,"21, Côte-d'Or, Bourgogne-Franche-Comté",21461,,,,ok
MAISON DE RETRAITE PR JOSEPH DE LEOBARDY,1644,,Herve QUELO,EHPAD,Centre Auvergne,05 55 10 49 10,39 rue Emile Montégut,87000,LIMOGES,-,1.241371,45.824461,0.9199174025974024,,39 rue Emile Montégut 87000 Limoges,housenumber,87085_1725_00039,39,39 rue Emile Montégut,rue Emile Montégut,87000,Limoges,"87, Haute-Vienne, Nouvelle-Aquitaine",87085,,,,ok
MAISON DE RETRAITE PR MARCEL FAURE,1649,,Herve QUELO,EHPAD,Centre Auvergne,05 55 37 65 15,15 rue Jean Pierre Vespieren,87000,LIMOGES,-,1.234601,45.82907,0.5846046228239845,0.5518460606060606,15 rue Pierre Astier 87000 Limoges,housenumber,87085_4107_00015,15,15 rue Pierre Astier,rue Pierre Astier,87000,Limoges,"87, Haute-Vienne, Nouvelle-Aquitaine",87085,,,,ok
MAISON DE RETRAITE SAINT CHARLES DOMBASLE,10298,,Celine LUCION,EHPAD,Grand Nord-Est,03 83 48 21 54,30 Rue COLLOT,54110,DOMBASLE SUR MEURTHE,-,6.348707,48.628082,0.9167027272727272,,30 Rue Collot 54110 Dombasle-sur-Meurthe,housenumber,54159_0120_00030,30,30 Rue Collot,Rue Collot,54110,Dombasle-sur-Meurthe,"54, Meurthe-et-Moselle, Grand Est",54159,,,,ok
MAISON DE RETRAITE SAINT JOSEPH,3820,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 53 41 06,Chemin Sermet,81340,VALENCE D'ALBIGEOIS,-,2.404324,44.017335,0.840698528138528,,Chemin de Sermet 81340 Valence-d'Albigeois,street,81308_0047,,Chemin de Sermet,Chemin de Sermet,81340,Valence-d'Albigeois,"81, Tarn, Occitanie",81308,,,,ok
MAISON DE RETRAITE SAINT PHILIBERT,4971,COS,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 45 91 10,"5, Rue Mouton",21000,DIJON,-,5.032461,47.319426,0.7983580134680134,0.5579937243401758,5 Rue du Mouton 21000 Dijon,housenumber,21231_6230_00005,5,5 Rue du Mouton,Rue du Mouton,21000,Dijon,"21, Côte-d'Or, Bourgogne-Franche-Comté",21231,,,,ok
MAISON DE RETRAITE SAINT-JOSEPH,15129,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 49 10 08,A/A de Madame Geneviève HERDHUIN,59530,LE QUESNOY,-,3.652955,50.239808,0.44238402597402593,0.42836421052631574,Avenue de Verdun 59530 Le Quesnoy,street,59481_1020,,Avenue de Verdun,Avenue de Verdun,59530,Le Quesnoy,"59, Nord, Hauts-de-France",59481,,,,ok
MAISON DE RETRAITE SAINT-PHILIPPE,1439,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 66 83 44,Village,09140,ERCE,-,1.289371,42.848702,0.8507935353535353,0.5915378321678322,Village 09140 Ercé,street,09113_zkjh7y,,Village,Village,09140,Ercé,"09, Ariège, Occitanie",09113,,,,ok
MAISON DE RETRAITE SAINTE ANNE,4830,Hopital Saint Thomas de Villeneuve,Aurore Auffret,EHPAD,Bretagne,02 99 23 01 01,1 REU PRIEURE,35190,TINTENIAC,-,-1.832855,48.328943,0.7156482887700535,,1 Rue du Prieuré 35190 Tinténiac,housenumber,35337_0500_00001,1,1 Rue du Prieuré,Rue du Prieuré,35190,Tinténiac,"35, Ille-et-Vilaine, Bretagne",35337,,,,ok
MAISON DE RETRAITE ST FRANCOIS D’ASSISE,2623,,Celine LUCION,EHPAD,Grand Nord-Est,03 83 81 15 08,"44, rue du Cardinal Mathieu",54700,PONT A MOUSSON,-,6.061134,48.912707,0.8690354738878142,,44 Rue Cardinal Mathieu 54700 Pont-à-Mousson,housenumber,54431_0100_00044,44,44 Rue Cardinal Mathieu,Rue Cardinal Mathieu,54700,Pont-à-Mousson,"54, Meurthe-et-Moselle, Grand Est",54431,,,,ok
MAISON DE RETRAITE TY MEM BRO,0839,,Aurore Auffret,EHPAD,Bretagne,02 97 51 51 89,20 Rue de la Jouanne,56580,CREDIN,-,-2.772828,48.034014,0.8942263085399449,,20 Rue de la Jouanne 56580 Crédin,housenumber,56047_0022_00020,20,20 Rue de la Jouanne,Rue de la Jouanne,56580,Crédin,"56, Morbihan, Bretagne",56047,,,,ok
MAISON DE RETRAITE VICTOR BONAL,13993,,Celine LUCION,EHPAD,Grand Nord-Est,03 29 87 93 24,4 RUE DE LA FONTAINE,55240,BOULIGNY,-,5.742536,49.291683,0.8957301298701298,0.7011488452088451,4 Rue de la Fontaine 55240 Bouligny,housenumber,55063_0280_00004,4,4 Rue de la Fontaine,Rue de la Fontaine,55240,Bouligny,"55, Meuse, Grand Est",55063,,,,ok
MAISON DE RETRAITE VILLARS ACCUEIL,2087,,Herve QUELO,EHPAD,Centre Auvergne,04 70 46 31 21,22 rue Villars,03000,MOULINS,-,3.335028,46.560591,0.8192142521994135,,22 Rue de Villars 03000 Moulins,housenumber,03190_2205_00022,22,22 Rue de Villars,Rue de Villars,03000,Moulins,"03, Allier, Auvergne-Rhône-Alpes",03190,,,,ok
